,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
1691,Bubba Wallace,19,8,28,21,12,34,22,0,0.0,0,1,0.2,0,0.0,499,53.5,8,2019,28,20,499,8,23,31.0,17
1692,Chris Buescher,7,3,25,11,-9,72,81,38,52.8,3,384,77.1,0,0.0,498,76.6,8,2019,25,22,498,3,20,24.35,20
1693,Erik Jones,18,1,31,20,-30,48,78,12,25.0,20,118,23.7,10,2.0,497,66.8,8,2019,4,24,497,-20,18,9.5,29
1694,Landon Cassill,26,10,31,26,-3,31,34,0,0.0,1,1,0.2,0,0.0,495,44.9,8,2019,31,26,495,5,16,21.45,23
1695,Michael McDowell,25,15,28,25,-18,34,52,1,2.9,0,4,0.8,0,0.0,493,49.2,8,2019,18,28,493,-10,14,4.0,33
1696,Daniel Hemric,31,11,33,28,9,47,38,0,0.0,1,1,0.2,0,0.0,490,46.2,8,2019,26,30,490,-4,12,8.45,30
1697,Quin Houff,33,30,36,33,1,8,7,0,0.0,2,0,0.0,0,0.0,476,29.9,8,2019,36,32,476,4,9,13.9,25
1698,Corey LaJoie,21,19,32,27,-10,39,49,0,0.0,0,0,0.0,0,0.0,308,43.3,8,2019,32,34,308,-2,7,5.0,32
1699,Gray Gaulding,36,25,33,34,-14,18,32,0,0.0,0,0,0.0,0,0.0,142,32.7,8,2019,33,36,142,-3,5,2.0,34
1700,"Martin Truex, Jr.",2,1,21,2,0,14,14,9,64.3,34,395,98.8,186,46.5,400,138.9,9,2019,5,1,400,4,45,110.8,1
1701,Clint Bowyer,5,2,17,5,8,20,12,19,95.0,21,399,99.8,0,0.0,400,112.8,9,2019,14,3,400,11,41,61.45,6
1702,Denny Hamlin,14,5,30,14,19,71,52,26,36.6,8,274,68.5,0,0.0,400,88.7,9,2019,30,5,400,25,39,67.6,4
1703,Brad Keselowski,4,1,24,5,6,37,31,28,75.7,18,395,98.8,31,7.8,400,107.0,9,2019,8,7,400,1,37,53.85,9
1704,Ryan Newman,17,6,26,15,6,70,64,30,42.9,3,211,52.8,0,0.0,400,79.3,9,2019,24,9,400,15,35,51.35,10
1705,Kurt Busch,7,2,14,7,-9,23,32,17,73.9,5,400,100.0,0,0.0,400,97.4,9,2019,2,11,400,-9,32,25.25,18
1706,William Byron,12,7,18,13,-1,30,31,21,70.0,4,377,94.2,0,0.0,400,83.5,9,2019,13,13,400,0,30,31.8,15
1707,Chase Elliott,18,9,32,19,11,73,62,8,11.0,2,87,21.8,0,0.0,400,66.9,9,2019,32,15,400,17,28,45.9,12
1708,Alex Bowman,19,2,22,15,-20,45,65,17,37.8,3,192,48.1,0,0.0,399,73.5,9,2019,12,17,399,-5,26,22.35,21
1709,Daniel Hemric,21,8,25,20,8,56,48,5,8.9,0,42,10.5,0,0.0,399,58.8,9,2019,17,19,399,-2,24,22.0,22
1710,Ty Dillon,20,7,25,20,2,57,55,7,12.3,0,6,1.5,0,0.0,398,59.5,9,2019,23,21,398,2,21,23.0,19
1711,Aric Almirola,16,12,31,19,7,71,64,10,14.1,3,98,24.6,0,0.0,398,64.8,9,2019,31,23,398,8,19,28.35,16
1712,Ryan Blaney,24,4,26,22,-11,40,51,2,5.0,3,3,0.8,0,0.0,398,53.3,9,2019,22,25,398,-3,17,15.35,25
1713,Bubba Wallace,28,16,29,27,-8,33,41,0,0.0,0,0,0.0,0,0.0,396,47.8,9,2019,19,27,396,-8,15,7.0,29
1714,Matt Tifft,30,26,36,30,1,16,15,0,0.0,13,0,0.0,0,0.0,395,37.3,9,2019,36,29,395,7,13,25.85,17
1715,Jeb Burton,31,25,35,32,-8,13,21,0,0.0,0,0,0.0,0,0.0,392,32.2,9,2019,27,31,392,-4,10,6.0,30
1716,Joey Gase,34,33,37,34,0,5,5,0,0.0,3,0,0.0,0,0.0,387,27.2,9,2019,37,33,387,4,8,13.35,27
1717,Landon Cassill,36,20,36,33,-11,10,21,0,0.0,11,0,0.0,0,0.0,322,36.8,9,2019,25,35,322,-10,6,0.95,35
1718,Kyle Larson,37,10,31,30,-21,7,28,5,71.4,2,74,59.2,0,0.0,125,50.0,9,2019,10,37,125,-27,4,-22.1,37
1719,Joey Logano,1,1,11,2,0,15,15,9,60.0,45,400,100.0,52,13.0,400,125.0,9,2019,3,2,400,1,42,76.25,3
1720,Kevin Harvick,3,1,7,4,-4,15,19,12,80.0,50,400,100.0,30,7.5,400,119.5,9,2019,1,4,400,-3,40,67.0,5
1721,Austin Dillon,11,5,24,9,-2,34,36,27,79.4,11,395,98.8,0,0.0,400,98.5,9,2019,6,6,400,0,38,42.95,13
1722,Kyle Busch,15,1,26,7,15,42,27,23,54.8,55,345,86.2,101,25.2,400,108.7,9,2019,4,8,400,-4,36,82.0,2
1723,Paul Menard,10,4,16,9,-5,24,29,19,79.2,1,399,99.8,0,0.0,400,92.1,9,2019,9,10,400,-1,34,33.45,14
1724,Jimmie Johnson,13,8,34,15,28,67,39,26,38.8,4,249,62.2,0,0.0,400,74.4,9,2019,34,12,400,22,31,54.8,7
1725,Erik Jones,8,6,35,15,33,67,34,17,25.4,9,251,62.8,0,0.0,400,77.3,9,2019,35,14,400,21,29,54.05,8
1726,"Ricky Stenhouse, Jr.",22,9,26,17,-2,28,30,8,28.6,2,97,24.2,0,0.0,400,68.9,9,2019,11,16,400,-5,27,22.9,20
1727,Daniel Suarez,6,4,33,14,15,66,51,28,42.4,20,251,62.9,0,0.0,399,80.8,9,2019,33,18,399,15,25,49.0,11
1728,Ryan Preece,25,10,30,24,-6,37,43,2,5.4,0,2,0.5,0,0.0,399,51.8,9,2019,16,20,399,-4,23,19.0,24
1729,Chris Buescher,9,4,24,13,-13,32,45,16,50.0,2,236,59.3,0,0.0,398,74.6,9,2019,7,22,398,-15,20,5.9,31
1730,Matt DiBenedetto,23,19,30,25,-7,29,36,0,0.0,1,0,0.0,0,0.0,398,48.6,9,2019,20,24,398,-4,18,14.45,26
1731,Corey LaJoie,27,20,31,28,-5,23,28,0,0.0,4,0,0.0,0,0.0,396,41.0,9,2019,21,26,396,-5,16,12.8,28
1732,David Ragan,29,12,30,26,-11,30,41,4,13.3,0,22,5.6,0,0.0,396,47.2,9,2019,15,28,396,-13,14,1.0,34
1733,Ross Chastain,33,28,36,32,6,14,8,0,0.0,20,0,0.0,0,0.0,394,38.8,9,2019,29,30,394,-1,12,20.0,23
1734,Bayley Currey,32,26,36,33,-9,7,16,0,0.0,0,0,0.0,0,0.0,392,29.8,9,2019,26,32,392,-6,9,3.0,32
1735,Quin Houff,35,28,37,35,1,2,1,0,0.0,1,0,0.0,0,0.0,386,25.9,9,2019,28,34,386,-6,7,1.45,33
1736,Michael McDowell,26,18,31,31,-12,15,27,0,0.0,0,0,0.0,0,0.0,240,38.2,9,2019,18,36,240,-18,5,-13.0,36
1737,Chase Elliott,1,1,32,10,20,320,300,196,61.2,5,133,70.7,44,23.4,188,105.9,10,2019,11,1,188,10,45,68.25,2
1738,Ryan Preece,24,2,36,21,37,397,360,101,25.4,5,34,18.1,0,0.0,188,74.7,10,2019,30,3,188,27,41,70.25,1
1739,Daniel Hemric,13,4,30,15,21,342,321,193,56.4,5,98,52.1,0,0.0,188,85.5,10,2019,5,5,188,0,39,41.25,11
1740,Ryan Newman,15,5,35,19,40,338,298,85,25.1,13,47,25.0,0,0.0,188,83.7,10,2019,24,7,188,17,37,59.85,4
1741,Aric Almirola,5,1,31,8,-34,400,434,330,82.5,2,170,90.4,27,14.4,188,111.0,10,2019,2,9,188,-7,35,35.65,13
1742,Corey LaJoie,20,6,36,22,14,214,200,19,8.9,4,16,8.5,0,0.0,188,78.6,10,2019,36,11,188,25,32,58.8,5
1743,Brad Keselowski,3,1,27,10,-35,285,320,217,76.1,3,142,75.5,10,5.3,188,96.3,10,2019,4,13,188,-9,30,24.85,22
1744,Ryan Blaney,12,1,30,9,-3,480,483,393,81.9,7,164,87.2,4,2.1,188,89.7,10,2019,7,15,188,-8,28,24.15,24
1745,Ty Dillon,10,1,26,15,-7,352,359,135,38.4,3,82,43.6,7,3.7,188,80.9,10,2019,13,17,188,-4,26,25.1,21
1746,Erik Jones,16,1,27,13,4,424,420,259,61.1,5,118,62.8,4,2.1,188,80.1,10,2019,27,19,188,8,24,35.25,14
1747,William Byron,4,1,26,12,3,345,342,198,57.4,3,138,73.4,0,0.0,188,81.5,10,2019,25,21,188,4,21,26.35,20
1748,David Ragan,19,1,28,16,-7,359,366,192,53.5,7,84,44.9,0,0.0,187,82.6,10,2019,15,23,187,-8,19,14.15,27
1749,"Ricky Stenhouse, Jr.",17,1,22,8,-4,417,421,343,82.3,4,176,94.1,16,8.6,187,87.3,10,2019,6,25,187,-19,17,3.8,33
1750,Parker Kligerman,30,3,40,30,-7,63,70,1,1.6,3,1,0.5,0,0.0,186,47.2,10,2019,35,27,186,8,15,24.35,23
1751,Clint Bowyer,33,3,36,32,-14,54,68,20,37.0,2,10,5.5,0,0.0,182,44.2,10,2019,3,29,182,-26,13,-12.1,37
1752,Matt DiBenedetto,18,1,27,16,-18,484,502,219,45.2,10,83,45.9,1,0.6,181,79.5,10,2019,26,31,181,-5,10,9.75,30
1753,Jimmie Johnson,34,6,36,33,-33,62,95,2,3.2,5,2,1.1,0,0.0,178,39.6,10,2019,21,33,178,-12,8,-1.75,34
1754,Stanton Barrett,31,15,40,33,-12,61,73,1,1.6,1,0,0.0,0,0.0,132,32.3,10,2019,39,35,132,4,6,10.45,29
1755,Matt Tifft,37,1,34,36,6,77,71,45,58.4,0,7,63.6,0,0.0,11,29.3,10,2019,18,37,11,-19,4,-15.0,38
1756,Bubba Wallace,39,3,39,38,12,70,58,33,47.1,0,8,80.0,0,0.0,10,27.3,10,2019,28,39,10,-11,2,-9.0,36
1757,Alex Bowman,2,1,22,9,14,325,311,216,66.5,2,135,71.8,8,4.3,188,98.9,10,2019,9,2,188,7,42,51.9,7
1758,Joey Logano,21,1,26,8,-17,310,327,265,85.5,4,171,91.0,37,19.7,188,105.6,10,2019,8,4,188,4,40,55.05,6
1759,Kurt Busch,14,1,27,12,9,385,376,240,62.3,9,135,71.8,0,0.0,188,90.3,10,2019,14,6,188,8,38,50.05,9
1760,Brendan Gaughan,23,1,36,23,17,199,182,19,9.5,7,22,11.7,5,2.7,188,67.8,10,2019,29,8,188,21,36,61.4,3
1761,Kyle Busch,11,1,31,10,18,457,439,310,67.8,9,159,84.6,4,2.1,188,96.4,10,2019,22,10,188,12,34,51.05,8
1762,Daniel Suarez,22,1,27,16,8,440,432,228,51.8,7,71,37.8,0,0.0,188,74.2,10,2019,16,12,188,4,31,38.15,12
1763,Austin Dillon,6,1,31,13,-9,347,356,236,68.0,5,112,59.6,0,0.0,188,84.0,10,2019,1,14,188,-13,29,18.25,26
1764,Paul Menard,9,2,33,16,-3,500,503,242,48.4,5,87,46.3,0,0.0,188,73.5,10,2019,17,16,188,1,27,30.25,16
1765,Reed Sorenson,29,7,40,28,4,104,100,2,1.9,3,3,1.6,0,0.0,188,54.5,10,2019,37,18,188,19,25,45.35,10
1766,"Martin Truex, Jr.",7,1,25,10,8,452,444,306,67.7,5,143,76.1,11,5.9,188,102.4,10,2019,20,20,188,0,23,28.0,17
1767,Jeffrey Earnhardt,28,5,35,26,-2,199,201,52,26.1,4,10,5.3,0,0.0,187,54.3,10,2019,33,22,187,11,20,32.8,15
1768,Kyle Larson,8,1,26,12,-17,333,350,200,60.1,1,125,66.8,1,0.5,187,76.2,10,2019,10,24,187,-14,18,4.7,32
1769,Ross Chastain,26,1,40,27,-12,76,88,5,6.6,3,13,7.0,9,4.8,187,50.3,10,2019,34,26,187,8,16,27.6,18
1770,Cody Ware,32,4,40,31,-1,52,53,0,0.0,2,1,0.5,0,0.0,184,38.7,10,2019,40,28,184,12,14,26.9,19
1771,Chris Buescher,25,1,32,19,-8,379,387,214,56.5,2,73,40.3,0,0.0,181,71.4,10,2019,31,30,181,1,12,13.9,28
1772,Justin Haley,27,2,38,22,-3,300,303,84,28.0,8,33,18.3,0,0.0,180,68.5,10,2019,38,32,180,6,9,18.6,25
1773,Landon Cassill,36,13,36,34,-28,50,78,1,2.0,0,2,1.3,0,0.0,154,38.3,10,2019,32,34,154,-2,7,5.0,31
1774,Denny Hamlin,35,4,37,34,25,81,56,21,25.9,3,3,3.8,0,0.0,80,34.1,10,2019,23,36,80,-13,5,-6.65,35
1775,Kevin Harvick,38,16,38,38,4,68,64,0,0.0,2,0,0.0,0,0.0,11,30.7,10,2019,19,38,11,-19,3,-15.1,39
1776,Michael McDowell,40,4,18,38,1,49,48,39,79.6,0,9,90.0,0,0.0,10,25.2,10,2019,12,40,10,-28,1,-27.0,40
1777,"Martin Truex, Jr.",5,1,29,7,26,66,40,32,48.5,80,352,88.0,132,33.0,400,128.9,11,2019,13,1,400,12,45,126.0,1
1778,Kyle Larson,6,1,20,5,5,50,45,35,70.0,26,395,98.8,0,0.0,400,115.6,11,2019,3,3,400,0,41,52.7,6
1779,Chase Elliott,1,1,18,3,-1,44,45,28,63.6,47,398,99.5,145,36.2,400,128.0,11,2019,1,5,400,-4,39,92.4,2
1780,Joey Logano,16,1,24,9,10,56,46,29,51.8,12,327,81.8,16,4.0,400,97.9,11,2019,4,7,400,-3,37,43.4,9
1781,Clint Bowyer,9,4,23,9,2,61,59,37,60.7,7,385,96.2,0,0.0,400,97.2,11,2019,10,9,400,1,35,39.15,11
1782,Daniel Suarez,14,1,25,13,2,63,61,34,54.0,26,319,79.8,21,5.2,400,81.1,11,2019,14,11,400,3,32,51.95,7
1783,Kurt Busch,19,2,23,16,13,77,64,28,36.4,8,188,47.1,0,0.0,399,74.7,11,2019,19,13,399,6,30,39.6,10
1784,Ryan Blaney,7,2,23,10,-11,43,54,22,51.2,3,365,91.5,0,0.0,399,90.0,11,2019,11,15,399,-4,28,25.35,17
1785,Paul Menard,13,7,24,17,-6,52,58,10,19.2,2,111,27.8,0,0.0,399,68.6,11,2019,18,17,399,1,26,27.9,15
1786,Austin Dillon,15,6,25,18,-15,53,68,17,32.1,0,86,21.6,0,0.0,398,65.7,11,2019,16,19,398,-3,24,21.0,20
1787,Denny Hamlin,18,3,24,19,-13,73,86,21,28.8,5,74,18.6,0,0.0,397,61.7,11,2019,8,21,397,-13,21,10.25,29
1788,Chris Buescher,23,3,30,23,1,63,62,15,23.8,0,13,3.3,0,0.0,397,52.0,11,2019,30,23,397,7,19,26.0,16
1789,Daniel Hemric,24,2,25,23,-13,54,67,11,20.4,3,9,2.3,0,0.0,394,52.8,11,2019,23,25,394,-2,17,16.35,24
1790,Bubba Wallace,28,25,30,28,-2,18,20,0,0.0,0,0,0.0,0,0.0,393,47.0,11,2019,27,27,393,0,15,15.0,26
1791,Corey LaJoie,29,26,31,29,-2,18,20,0,0.0,1,0,0.0,0,0.0,392,40.6,11,2019,28,29,392,-1,13,12.45,28
1792,Landon Cassill,31,28,33,31,-8,8,16,0,0.0,0,0,0.0,0,0.0,389,34.5,11,2019,31,31,389,0,10,10.0,30
1793,"Ricky Stenhouse, Jr.",30,7,33,26,-8,16,24,8,50.0,4,102,26.4,0,0.0,386,57.0,11,2019,20,33,386,-13,8,-3.2,36
1794,Reed Sorenson,35,34,37,35,5,5,0,0,0.0,0,0,0.0,0,0.0,356,27.3,11,2019,37,35,356,2,6,8.0,32
1795,B.J. McLeod,37,28,37,36,-9,3,12,0,0.0,0,0,0.0,0,0.0,96,28.3,11,2019,34,37,96,-3,4,1.0,35
1796,Alex Bowman,2,1,28,7,27,84,57,48,57.1,33,331,82.8,16,4.0,400,111.5,11,2019,5,2,400,3,42,63.85,3
1797,Kevin Harvick,4,1,15,4,-2,41,43,33,80.5,36,400,100.0,1,0.2,400,118.6,11,2019,6,4,400,2,40,58.45,4
1798,Erik Jones,10,3,23,10,-1,57,58,30,52.6,11,391,97.8,0,0.0,400,95.2,11,2019,15,6,400,9,38,51.95,7
1799,William Byron,17,1,25,12,14,81,67,43,53.1,10,286,71.5,5,1.2,400,87.0,11,2019,2,8,400,-6,36,35.75,12
1800,Kyle Busch,8,1,22,11,12,68,56,45,66.2,21,372,93.0,1,0.2,400,86.5,11,2019,22,10,400,12,34,55.7,5
1801,Brad Keselowski,3,1,22,7,-8,39,47,25,64.1,12,383,96.0,58,14.5,399,103.5,11,2019,9,12,399,-3,31,47.9,8
1802,Jimmie Johnson,11,1,21,11,-5,59,64,36,61.0,2,379,95.0,4,1.0,399,82.8,11,2019,12,14,399,-2,29,28.9,13
1803,Aric Almirola,12,2,22,13,-7,53,60,25,47.2,6,268,67.2,0,0.0,399,74.6,11,2019,7,16,399,-9,27,20.7,21
1804,Ryan Newman,21,8,28,20,-6,49,55,6,12.2,1,6,1.5,0,0.0,398,61.7,11,2019,21,18,398,3,25,28.45,14
1805,Matt DiBenedetto,20,3,25,19,-3,69,72,21,30.4,8,42,10.6,0,0.0,398,62.4,11,2019,17,20,398,-3,23,23.6,18
1806,Ty Dillon,22,6,27,21,-5,48,53,6,12.5,0,5,1.3,0,0.0,397,57.2,11,2019,25,22,397,3,20,23.0,19
1807,Michael McDowell,25,1,26,24,-1,39,40,10,25.6,0,8,2.0,1,0.3,395,51.6,11,2019,26,24,395,2,18,20.25,22
1808,David Ragan,26,7,33,27,2,36,34,7,19.4,1,5,1.3,0,0.0,393,43.9,11,2019,24,26,393,-2,16,14.45,27
1809,Ryan Preece,27,26,32,27,2,17,15,0,0.0,1,0,0.0,0,0.0,392,44.4,11,2019,29,28,392,1,14,15.45,25
1810,Ross Chastain,32,28,36,31,5,13,8,0,0.0,1,0,0.0,0,0.0,389,37.4,11,2019,36,30,389,6,12,18.45,23
1811,Matt Tifft,33,32,37,34,0,6,6,0,0.0,0,0,0.0,0,0.0,387,31.5,11,2019,32,32,387,0,9,9.0,31
1812,Cody Ware,34,33,35,34,3,5,2,0,0.0,0,0,0.0,0,0.0,383,30.0,11,2019,33,34,383,-1,7,6.0,33
1813,Quin Houff,36,34,37,36,-3,1,4,0,0.0,0,0,0.0,0,0.0,168,24.7,11,2019,35,36,168,-1,5,4.0,34
1814,Brad Keselowski,2,1,25,9,19,102,83,64,62.7,14,217,80.1,12,4.4,271,108.2,12,2019,4,1,271,3,45,57.3,5
1815,Erik Jones,14,2,32,7,-1,119,120,70,58.8,12,246,90.8,0,0.0,271,111.4,12,2019,6,3,271,3,41,49.4,8
1816,Clint Bowyer,17,1,30,7,4,88,84,55,62.5,14,252,93.0,12,4.4,271,104.4,12,2019,2,5,271,-3,39,45.3,12
1817,Kurt Busch,18,1,26,8,10,86,76,58,67.4,3,248,91.5,7,2.6,271,105.5,12,2019,9,7,271,2,37,42.1,14
1818,Tyler Reddick,4,3,32,16,11,130,119,42,32.3,1,134,49.4,0,0.0,271,78.1,12,2019,21,9,271,12,35,47.45,9
1819,"Ricky Stenhouse, Jr.",1,1,24,6,10,71,61,62,87.3,4,269,99.3,11,4.1,271,108.0,12,2019,14,11,271,3,32,39.55,15
1820,Kevin Harvick,12,1,27,8,3,75,72,42,56.0,58,229,84.5,104,38.4,271,130.2,12,2019,1,13,271,-12,30,70.1,3
1821,Joey Logano,32,9,33,21,51,115,64,38,33.0,3,115,42.6,0,0.0,270,72.7,12,2019,30,15,270,15,28,44.35,13
1822,Austin Dillon,21,6,30,15,-16,119,135,52,43.7,0,144,53.3,0,0.0,270,76.5,12,2019,15,17,270,-2,26,24.0,19
1823,"Martin Truex, Jr.",24,9,33,19,11,116,105,15,12.9,1,30,11.1,0,0.0,270,67.9,12,2019,31,19,270,12,24,36.45,16
1824,Matt Tifft,9,1,32,24,-21,101,122,14,13.9,0,24,8.9,1,0.4,270,55.1,12,2019,26,21,270,5,21,26.25,18
1825,Ryan Newman,27,1,34,19,-13,97,110,21,21.6,0,93,34.6,0,0.0,269,70.8,12,2019,19,23,269,-4,19,15.0,22
1826,Ryan Preece,31,12,33,26,10,115,105,4,3.5,0,2,0.7,0,0.0,269,51.8,12,2019,22,25,269,-3,17,14.0,23
1827,David Ragan,30,19,36,31,-7,67,74,0,0.0,2,0,0.0,0,0.0,269,43.7,12,2019,24,27,269,-3,15,12.9,24
1828,Bubba Wallace,34,7,34,28,-26,75,101,1,1.3,0,6,2.2,0,0.0,269,45.0,12,2019,7,29,269,-22,13,-9.0,32
1829,Ross Chastain,15,1,34,31,-7,41,48,7,17.1,1,17,6.3,1,0.4,268,39.3,12,2019,27,31,268,-4,10,6.7,26
1830,Bayley Currey,29,19,36,33,-17,32,49,0,0.0,0,0,0.0,0,0.0,263,36.0,12,2019,23,33,263,-10,8,-2.0,31
1831,Reed Sorenson,35,29,37,35,4,14,10,0,0.0,0,0,0.0,0,0.0,262,31.5,12,2019,29,35,262,-6,6,0.0,29
1832,Landon Cassill,37,33,38,36,0,11,11,0,0.0,0,0,0.0,0,0.0,261,33.3,12,2019,38,37,261,1,4,5.0,27
1833,Timmy Hill,39,37,40,39,5,7,2,0,0.0,2,0,0.0,0,0.0,257,26.5,12,2019,39,39,257,0,2,2.9,28
1834,Alex Bowman,16,1,29,6,19,102,83,63,61.8,37,245,90.4,63,23.2,271,126.2,12,2019,5,2,271,3,42,77.4,2
1835,Chase Elliott,13,1,32,6,26,115,89,72,62.6,28,245,90.4,45,16.6,271,117.9,12,2019,32,4,271,28,40,91.85,1
1836,Jimmie Johnson,28,4,34,17,-5,121,126,38,31.4,4,123,45.4,0,0.0,271,81.8,12,2019,12,6,271,6,38,45.8,10
1837,Kyle Larson,19,2,35,12,22,123,101,44,35.8,0,192,70.8,0,0.0,271,91.0,12,2019,35,8,271,27,36,63.0,4
1838,Chris Buescher,5,1,21,9,3,100,97,72,72.0,2,248,91.5,10,3.7,271,95.3,12,2019,18,10,271,8,34,45.4,11
1839,Aric Almirola,23,5,33,14,13,120,107,66,55.0,2,210,77.5,0,0.0,271,85.5,12,2019,33,12,271,21,31,52.9,6
1840,Daniel Suarez,7,2,34,20,-12,126,138,24,19.0,5,67,24.7,0,0.0,271,66.4,12,2019,34,14,271,20,29,51.25,7
1841,Denny Hamlin,8,5,34,20,6,104,98,29,27.9,2,70,25.9,0,0.0,270,64.8,12,2019,11,16,270,-5,27,22.9,20
1842,Daniel Hemric,3,3,29,18,1,125,124,19,15.2,0,78,28.9,0,0.0,270,68.7,12,2019,17,18,270,-1,25,24.0,19
1843,William Byron,22,1,30,16,4,116,112,33,28.4,4,120,44.4,4,1.5,270,78.0,12,2019,3,20,270,-17,23,8.8,25
1844,Corey LaJoie,11,9,33,26,-23,64,87,10,15.6,0,18,6.7,0,0.0,270,49.2,12,2019,16,22,270,-6,20,14.0,23
1845,Paul Menard,25,3,33,16,-14,126,140,35,27.8,6,113,42.0,0,0.0,269,76.8,12,2019,10,24,269,-14,18,6.7,26
1846,Michael McDowell,10,8,37,27,4,95,91,10,10.5,2,19,7.1,0,0.0,269,50.0,12,2019,37,26,269,11,16,27.9,17
1847,Ty Dillon,33,10,36,28,-10,99,109,7,7.1,0,9,3.3,0,0.0,269,47.3,12,2019,36,28,269,8,14,22.0,21
1848,Kyle Busch,20,1,31,11,-7,102,109,68,66.7,21,222,82.8,1,0.4,268,83.7,12,2019,8,30,268,-22,12,-0.3,30
1849,Ryan Blaney,6,1,33,20,-39,98,137,26,26.5,1,54,20.5,0,0.0,264,56.8,12,2019,13,32,264,-19,9,-9.55,33
1850,Quin Houff,36,25,40,36,1,15,14,0,0.0,0,0,0.0,0,0.0,263,31.5,12,2019,25,34,263,-9,7,-2.0,31
1851,Matt DiBenedetto,26,8,33,21,-4,108,112,3,2.8,0,6,2.3,0,0.0,261,50.8,12,2019,20,36,261,-16,5,-11.0,34
1852,Joey Gase,38,36,40,38,-3,6,9,0,0.0,0,0,0.0,0,0.0,258,24.2,12,2019,40,38,258,2,3,5.0,27
1853,Cody Ware,40,28,40,40,-12,2,14,0,0.0,0,0,0.0,0,0.0,245,25.3,12,2019,28,40,245,-12,1,-11.0,34
1854,"Martin Truex, Jr.",12,1,32,6,30,137,107,97,70.8,83,365,91.2,116,29.0,400,137.2,13,2019,14,1,400,13,45,124.35,1
1855,Kyle Busch,3,1,23,5,33,99,66,90,90.9,52,388,97.0,79,19.8,400,131.2,13,2019,3,3,400,0,41,84.15,2
1856,"Ricky Stenhouse, Jr.",15,2,34,11,-22,147,169,101,68.7,1,317,79.2,0,0.0,400,97.7,13,2019,9,5,400,4,39,43.45,11
1857,Alex Bowman,2,1,30,10,-1,142,143,101,71.1,9,304,76.0,8,2.0,400,98.1,13,2019,13,7,400,6,37,49.05,7
1858,William Byron,5,1,16,8,-10,80,90,77,96.2,6,395,98.8,31,7.8,400,101.3,13,2019,1,9,400,-8,35,37.45,14
1859,Aric Almirola,17,2,31,14,-5,130,135,61,46.9,3,230,57.5,0,0.0,400,83.8,13,2019,2,11,400,-9,32,24.35,20
1860,Ryan Blaney,7,1,31,8,13,130,117,77,59.2,19,333,83.2,2,0.5,400,106.0,13,2019,19,13,400,6,30,45.05,10
1861,David Ragan,18,1,31,17,15,182,167,62,34.1,3,157,39.2,3,0.8,400,70.2,13,2019,31,15,400,16,28,46.1,9
1862,Denny Hamlin,24,1,29,13,64,144,80,82,56.9,18,249,62.2,21,5.2,400,88.7,13,2019,20,17,400,3,26,42.35,12
1863,Brad Keselowski,1,1,24,9,33,136,103,98,72.1,36,339,85.2,76,19.1,398,102.4,13,2019,21,19,398,2,24,61.2,4
1864,Daniel Hemric,25,1,35,21,3,81,78,13,16.0,4,89,22.4,7,1.8,398,62.4,13,2019,10,21,398,-11,21,13.55,27
1865,Ty Dillon,20,10,32,23,-26,138,164,13,9.4,1,14,3.5,0,0.0,397,56.4,13,2019,28,23,397,5,19,24.45,19
1866,Bubba Wallace,34,9,35,28,6,104,98,18,17.3,1,27,6.8,0,0.0,396,57.6,13,2019,29,25,396,4,17,21.45,22
1867,Kurt Busch,8,3,27,14,29,151,122,98,64.9,3,252,63.6,0,0.0,396,69.3,13,2019,11,27,396,-16,15,0.35,33
1868,B.J. McLeod,27,10,37,30,2,31,29,0,0.0,2,2,0.5,0,0.0,395,43.0,13,2019,36,29,395,7,13,20.9,23
1869,Ryan Preece,31,10,34,28,-14,106,120,1,0.9,0,5,1.5,0,0.0,343,47.3,13,2019,24,31,343,-7,10,3.0,30
1870,Kyle Larson,10,2,36,18,20,139,119,53,38.1,2,190,60.3,0,0.0,315,69.8,13,2019,25,33,315,-8,8,0.9,32
1871,Bayley Currey,33,15,36,34,-11,16,27,0,0.0,0,1,0.4,0,0.0,245,34.0,13,2019,33,35,245,-2,6,4.0,29
1872,Landon Cassill,37,32,40,37,-8,5,13,0,0.0,0,0,0.0,0,0.0,108,26.0,13,2019,32,37,108,-5,4,-1.0,34
1873,Matt DiBenedetto,39,17,31,37,6,20,14,0,0.0,0,0,0.0,0,0.0,47,32.3,13,2019,27,39,47,-12,2,-10.0,35
1874,Joey Logano,9,2,33,12,6,162,156,70,43.2,14,265,66.2,0,0.0,400,96.8,13,2019,7,2,400,5,42,53.3,6
1875,Chase Elliott,4,1,31,7,27,126,99,103,81.7,20,360,90.0,43,10.8,400,114.6,13,2019,12,4,400,8,40,67.75,3
1876,Chris Buescher,29,6,35,21,28,111,83,49,44.1,2,117,29.2,0,0.0,400,84.0,13,2019,22,6,400,16,38,54.9,5
1877,Jimmie Johnson,11,3,25,11,6,136,130,120,88.2,1,359,89.8,0,0.0,400,91.6,13,2019,15,8,400,7,36,43.45,11
1878,Kevin Harvick,6,1,30,9,-3,119,122,94,79.0,18,311,77.8,14,3.5,400,104.1,13,2019,5,10,400,-5,34,40.6,13
